Buenos Aires,Argentina,South America,"La Morocha, Luck Ra, 3552305","QUE ME FALTE TODO, Luck Ra, 3110247","La_Original.mp3, Emilia, 3082734","Una Foto Remix, Mesita, 3462190","Inocente, Roze Oficial, 3016631"
Vilnius,Lithuania ,Europe,"Apkabink, Jessica Shy, 59745","Strangers, Kenya Grace, 47301","Lovin On Me, Jack Harlow , 47693","Prada, cassö, 42701","greedy, Tate Mcrae, 42789	"
Kuala Lumpur ,Malaysia,Asia,"penjaga hati, Nadhif Basalamah, 648666","My Love Mine All Mine, Mitski, 575151","One Of The Girls, The Weeknd, 542097","greedy, Tate Mcrae, 479177","Tak Segampang Itu, Anggi Marito, 401811"
Ciudad Juárez,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902815","Que Onda, Calle 24, 9653871","Rompe La Dompe, Peso Pluma, 9222582","HARLEY QUINN, Fuerza Regida, 9010296"
Culiacán,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902816","Rompe La Dompe, Peso Pluma, 9222582","HARLEY QUINN, Fuerza Regida, 9010296","Alucin, Eugenio Esquivel, 7204244"
Guadalajara,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902817","Rompe La Dompe, Peso Pluma, 9222582","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296"
Mexico City,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902818","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296","El Amor De Su Vida, Grupo Frontera, 7524666"
Mérida,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902819","HARLEY QUINN, Fuerza Regida, 9010296","Que Onda, Calle 24, 9653871","Bellakeo, Peso Pluma, 7340727"
Monterrey,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902820","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296","Rompe La Dompe, Peso Pluma, 9222582"
Puebla City,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902821","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296","El Amor De Su Vida, Grupo Frontera, 7524666"
Querétaro City,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902822","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296","Rompe La Dompe, Peso Pluma, 9222582"
Tijuana,Mexico,North America,"La Diabla, Xavi, 19664866","La Víctima, Xavi, 13902823","Rompe La Dompe, Peso Pluma, 9222582","Que Onda, Calle 24, 9653871","HARLEY QUINN, Fuerza Regida, 9010296"
Amsterdam,Netherlands,Europe,"Stick Season, Noah Kahan, 1351139","greedy, Tate McRae, 1021839","Prada, cassö, 900733","Lose Control, Teddy Swims, 951900","Lovin On Me, Jack Harlow, 840211"
Rotterdam,Netherlands,Europe,"Stick Season, Noah Kahan, 1351139","Appel Mint Puur, Broederliefde, 797644","greedy, Tate McRae, 1021839","Prada, cassö, 900733","Lose Control, Teddy Swims, 951900"
Utrecht,Netherlands,Europe,"Stick Season, Noah Kahan, 1351139","greedy, Tate McRae, 1021839","Prada, cassö, 900733","Satisfyer, Roxy Dekker, 893823","Lose Control, Teddy Swims, 951900"
Auckland,New Zealand,Oceania,"Lovin On Me, Jack Harlow, 394844","greedy, Tate McRae, 230094","Water, Tyla, 195953","Dreams, Fleetwood Mac, 201141","Cruel Summer, Taylor Swift, 192545"
Christchurch,New Zealand,Oceania,"Lovin On Me, Jack Harlow, 394844","Stick Season, Noah Kahan, 247892","greedy, Tate McRae, 230094","I Remember Everything, Zach Bryan, 150735","Dreams, Fleetwood Mac, 201141"
Managua,Nicaragua,North America,"La Diabla, Xavi, 183528","Según Quién, Maluma, 115858","La Víctima, Xavi, 110283","El Amor De Su Vida, Grupo Frontera, 98705","Perro Negro, Bad Bunny, 94723"
Oslo,Norway,Europe,"wow, Ramón, 633030","Badebussen, DJ MøMø, 508188","Lovin On Me, Jack Harlow, 353380","greedy, Tate McRae, 348290","Prada, cassö, 310995"
Panama City,Panama,North America,"Perro Negro, Bad Bunny, 136303","Luna, Feid, 127448","La Diabla, Xavi, 127563","Qlona, Karol G, 95602","Lala, Myke Towers, 90542"
Asunción,Paraguay,South America,"Según Quién, Maluma, 339156","Qlona, Karol G, 329971","Perro Negro, Bad Bunny, 324112","Ojitos Rojos, Grupo Frontera, 313964","Columbia, Quevedo, 302035"
Arequipa,Peru ,South America,"Luna, Feid, 1684688","Perro Negro, Bad Bunny, 1151440","Qlona, Karol G, 889650","Bellakeo, Peso Pluma, 971186","Lala, Myke Towers, 828915"
Lima,Peru ,South America,"Luna, Feid, 1684689","Perro Negro, Bad Bunny, 1151441","Qlona, Karol G, 889651","Lala, Myke Towers, 828915","Bellakeo, Peso Pluma, 971186"
Cagayan de Oro,Philippines,Asia,"711, Toneejay, 4026281","Get Low, O Side Mafia, 4186715","Cruel Summer, Taylor Swift, 2613024","My Love Mine All Mine, Mitski, 2597074","homebdy, Demi, 2957120"
Cebu City,Philippines,Asia,"711, Toneejay, 4026281","Cruel Summer, Taylor Swift, 2613024","My Love Mine All Mine, Mitski, 2597074","Ere, juan karlos, 2485604","Get Low, O Side Mafia, 4186715"
Davao City,Philippines,Asia,"711, Toneejay, 4026281","Get Low, O Side Mafia, 4186715","Cruel Summer, Taylor Swift, 2613024","My Love Mine All Mine, Mitski, 2597074","homebdy, Demi, 2957120"
Manila,Philippines,Asia,"711, Toneejay, 4026281","Get Low, O Side Mafia, 4186715","homebdy, Demi, 2957120","Alam Mo Ba Girl, Hev Abi, 2708455","Tingin, Cup of Joe, 2943149"
Katowice,Poland,Europe,"Erotyczne Pif-Paf, Figo i Samogony, 1681488","Hipnoza, NIKOŚ, 1329388","Dzięki że jesteś, Lanberry, 1181674","BFF, bambi, 1038397","Stan, Gibbs, 861372"
Krakow,Poland,Europe,"Erotyczne Pif-Paf, Figo i Samogony, 1681488","Hipnoza, NIKOŚ, 1329389","Dzięki że jesteś, Lanberry, 1181674","BFF, bambi, 1038397","Jestem Twoją Bajką, Kleks, 1133179"
Poz0,Poland,Europe,"Erotyczne Pif-Paf, Figo i Samogony, 1681488","Hipnoza, NIKOŚ, 1329390","BFF, bambi, 1038397","Dzięki że jesteś, Lanberry, 1181674","Jestem Twoją Bajką, Kleks, 1133180"
Warsaw,Poland,Europe,"Erotyczne Pif-Paf, Figo i Samogony, 1681488","Hipnoza, NIKOŚ, 1329391","Dzięki że jesteś, Lanberry, 1181674","BFF, bambi, 1038397","Jestem Twoją Bajką, Kleks, 1133181"
Wroclaw,Poland,Europe,"Erotyczne Pif-Paf, Figo i Samogony, 1681488","Hipnoza, NIKOŚ, 1329392","Dzięki że jesteś, Lanberry, 1181674","Całkiem Nowa Bajka, Kleks, 957810","BFF, bambi, 1038397"
Lisbon,Portugal,Europe,"Tata, Slow J, 430823","Si No Estás, Íñigo Quintero, 415700","10 Carros, Chefin, 352323","Carro, Bárbara Bandeira, 317681","Novo Balanço, Veigh, 279007"
Bucharest,Romania,Europe,"Freezing Cold, Robi, 235236","Fana, Jador, 231495","Romeo si Julieta, Alex Botea, 159340","Ciocolata, Tzanca Uraganu, 152892","Pe un pat, Iuli Neamtu, 136295"
Riyadh,Saudi Arabia ,Asia,"My Love Mine All Mine, Mitski, 114330","One Of The Girls, The Weeknd, 103037","greedy, Tate McRae, 78023","Popular, The Weeknd, 99915","I wanna be yours, Artic Monkeys, 69870"
Singapore,Singapore,Asia,"greedy, Tate McRae, 293690","Cruel Summer, Taylor Swift, 257093","Perfect Night, Le Sserafim, 271083","Seven, Jung Kook, 323740","My Love Mine All Mine, Mitski, 239854"
Bratislava,Slovakia,Europe,"Pussy Power, Similivinlife, 104907","Bejšíí, Separ, 93394","Sunset, Separ, 83026","Prada, cassö, 66362","Safír, Calin, 63823"
Cape Town,South Africa,Africa,"Imithandazo, Kabza De Small, 899510	","Lovin On Me, Jack Harlow, 264059","Water, Tyla, 243795","iPlan, Dlala Thukzin, 465251        ","Masithokoze, DJ Stokie, 454586"
Durban,South Africa,Africa,"Imithandazo, Kabza De Small, 899510	","iPlan, Dlala Thukzin, 465251        ","Paris, Mthandeni SK, 376212","Masithokoze, DJ Stokie, 454586","Funk 55, Shakes & Les, 484629"
Johannesburg,South Africa,Africa,"Imithandazo, Kabza De Small, 899510	","Keneilwe, Wanitwa Mos, 529005","Funk 55, Shakes & Les, 484629","Masithokoze, DJ Stokie, 454586","iPlan, Dlala Thukzin, 465251        "
Pretoria,South Africa,Africa,"Imithandazo, Kabza De Small, 899510	","Keneilwe, Wanitwa Mos, 529005","Masithokoze, DJ Stokie, 454586","Funk 55, Shakes & Les, 484629","iPlan, Dlala Thukzin, 465251        "
Seoul,South Korea,Asia,"Perfect Night, LE SSERAFIM, 178923","Drama, aespa, 119336","Seven, Jung Kook, 520089","Super Shy, NewJeans, 100088	","To. X, TAEYEON, 125585"
Barcelona,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","LUNA, Feid, 3188551","Casanova, Soolking, 3216477","LA FALDA, Myke Towers, 2832254	","No Te Quieren Conmigo, Gaby Music, 2920870"
Bilboa,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","Casanova, Soolking, 3216477","LA FALDA, Myke Towers, 2832254	","LUNA, Feid, 3188551","No Te Quieren Conmigo, Gaby Music, 2920870"
Madrid,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","Casanova, Soolking, 3216477","LUNA, Feid, 3188551","LA FALDA, Myke Towers, 2832254	","No Te Quieren Conmigo, Gaby Music, 2920870"
Málaga,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","Casanova, Soolking, 3216477","LUNA, Feid, 3188551","LA FALDA, Myke Towers, 2832254	","No Te Quieren Conmigo, Gaby Music, 2920870"
Seville,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","Casanova, Soolking, 3216477","No Te Quieren Conmigo, Gaby Music, 2920870","LUNA, Feid, 3188551","LA FALDA, Myke Towers, 2832254	"
Valencia,Spain,Europe,"Manos Rotas, DELLAFUENTE, 3923783","LUNA, Feid, 3188551","Casanova, Soolking, 3216477","LA FALDA, Myke Towers, 2832254	","No Te Quieren Conmigo, Gaby Music, 2920870"
Gothenburg,Sweden,Europe,"Låt Mig Va, Bolaget, 1154744","Svar, C.Gambino, 1362196","Astronaut - Spotify Singles, Bolaget, 766428","Bättre nu (The Wedding), Peg Parnevik, 634993","Prada, cassö, 538882"
Stockholm,Sweden,Europe,"Låt Mig Va, Bolaget, 1154744","Svar, C.Gambino, 1362196","Astronaut - Spotify Singles, Bolaget, 766428","Bättre nu (The Wedding), Peg Parnevik, 634993","Prada, cassö, 538882"
Zurich,Switzerland,Europe,"Time, Luciano, 334012","greedy, Tate McRae, 236319","Si No Estás, iñigo quintero, 250765","Lovin On Me, Jack Harlow, 199221","Vois sur ton chemin - Techno Mix, BENNETT, 197927"
Taichung,Taiwan,Asia,"我会等, 承桓, 423708","I Hate Myself Sometimes, Patrick Brasca, 481786","3am - Demo Ver., Patrick Brasca, 405018","想和你看五月的晚霞, 陳華, 375921","Seven, Jung Kook, 443426"
Taipei,Taiwan,Asia,"我会等, 承桓, 423708","Seven, Jung Kook, 443426","I Hate Myself Sometimes, Patrick Brasca, 481786","想和你看五月的晚霞, 陳華, 375921","3am - Demo Ver., Patrick Brasca, 405018"
Bangkok,Thailand,Asia,"ดาวหางฮัลเลย์, fellow fellow, 866956","ฟ้ารักพ่อ (DILF), BADMIXY, 698674","วันนี้ปีที่แล้ว, MEYOU, 655834","อิจฉา, MEYOU, 675975","กำแพงหัวใจ, Mirrr, 570345"
Adana,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Yüreğim Ağlar, Amo988, 2535961","Ağlama ben ağlarım, Canozan, 2697063","Salla Salla, BLOK3, 2529121","İlle De Sen, Muti, 1868288"
Ankara,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Ağlama ben ağlarım, Canozan, 2697063","Salla Salla, BLOK3, 2529121","Yüreğim Ağlar, Amo988, 2535961","Yakışıklı, KÖFN, 2358899"
Antalya,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Ağlama ben ağlarım, Canozan, 2697063","Salla Salla, BLOK3, 2529121","Yüreğim Ağlar, Amo988, 2535961","MINI TERORISTA, Jeff Redd, 2183519"
Bursa,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Ağlama ben ağlarım, Canozan, 2697063","Yüreğim Ağlar, Amo988, 2535961","Salla Salla, BLOK3, 2529121","Yakışıklı, KÖFN, 2358899"
Istanbul,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Ağlama ben ağlarım, Canozan, 2697063","Yüreğim Ağlar, Amo988, 2535961","Salla Salla, BLOK3, 2529121","Yakışıklı, KÖFN, 2358899"
Izmir,Turkey,Asia,"Yansıma, Derya Uluğ, 3508024","Ağlama ben ağlarım, Canozan, 2697063","Salla Salla, BLOK3, 2529121","Yakışıklı, KÖFN, 2358899","Yüreğim Ağlar, Amo988, 2535961"
Dubai,UAE,Asia,"greedy, Tate McRae, 98070","Cruel Summer, Taylor Swift, 83176","Lovin On Me, Jack Harlow, 78036	","Water, Tyla, 74368","Popular, The Weeknd, 79186"
Kyiv,Ukraine,Europe,"Знайди мене, Klavdia Petrivna, 142641","Покохай мене, Chico, 158113","Я щаслива - Лікарі кажуть, Klavdia Petrivna, 116096","Кохаю але не зовсім, DOROFEEVA, 116983","Силуети, SadSvit, 113831"
Birmingham,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Lovin On Me, Jack Harlow, 2986070","Murder On The Dancefloor, Sophie Ellis-Bextor, 3175537","Prada, cassö, 2040981","greedy, Tate Mcrae, 2032668    "
Bristol,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Lovin On Me, Jack Harlow, 2986070","Murder On The Dancefloor, Sophie Ellis-Bextor, 3175537","Strangers, Kenya Grace, 1931718","Prada, cassö, 2040981"
Glasgow,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Murder On The Dancefloor, Sophie Ellis-Bextor, 3175537","Lovin On Me, Jack Harlow, 2986070","Prada, cassö, 2040981","greedy, Tate Mcrae, 2032668    "
Liverpool,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Murder On The Dancefloor, Sophie Ellis-Bextor, 3175537","Lovin On Me, Jack Harlow, 2986070","Prada, cassö, 2040981","greedy, Tate Mcrae, 2032668    "
London,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Lovin On Me, Jack Harlow, 2986070","greedy, Tate Mcrae, 2032668    ","Prada, cassö, 2040981","Strangers, Kenya Grace, 1931718"
Manchester,United Kingdom,Europe,"Stick Season, Noah Kahan, 4746061","Lovin On Me, Jack Harlow, 2986070","Murder On The Dancefloor, Sophie Ellis-Bextor, 3175537","Prada, cassö, 2040981","greedy, Tate Mcrae, 2032668    "
Montevideo,Uruguay,South America,"La Morocha, Luck Ra, 300513","Una Foto Remix, Mesita, 347019","Inocente, Roze Oficial, 283144","La_Original.mp3, Emilia, 247302","Besos con Fernet, Rusherking, 247585"
Anaheim,USA,North America,"La Diabia, Xavi, 6692331","La Víctima, Xavi, 4807610","Lovin on me, Jack Harlow, 11164849","HARLEY QUINN, Fuerza Regida, 4115960","Que Onda, Calle 24, 3619926"
Atlanta,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333","Greedy, Tate McRae, 7283403"
Austin,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","La Diabia, Xavi, 6692331","Cruel Summer, Taylor Swift, 6894712"
Charlotte,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333","Greedy, Tate McRae, 7283403"
Chicago,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","La Diabia, Xavi, 6692331","I remember everything, Zach Bryan, 8171013","Greedy, Tate McRae, 7283403"
Cleveland,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333","Greedy, Tate McRae, 7283403"
Dallas,USA,North America,"La Diabia, Xavi, 6692331","Lovin on me, Jack Harlow, 11164849","La Víctima, Xavi, 4807610","HARLEY QUINN, Fuerza Regida, 4115960","Stick Season, Noah Kahan, 9553825"
Denver,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","Something in the orange, Zach Bryan, 5559288","Cruel Summer, Taylor Swift, 6894712"
Detroit,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333","Greedy, Tate McRae, 7283403"
Houston,USA,North America,"La Diabia, Xavi, 6692331","Lovin on me, Jack Harlow, 11164849","La Víctima, Xavi, 4807610","HARLEY QUINN, Fuerza Regida, 4115960","My Love Mine All Mine, Mitski, 7608571"
Indianapolis,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","Cruel Summer, Taylor Swift, 6894712","Greedy, Tate McRae, 7283403"
Las Vegas,USA,North America,"Lovin on me, Jack Harlow, 11164849","La Diabia, Xavi, 6692331","My Love Mine All Mine, Mitski, 7608571","Snooze, SZA, 5815015","Agora Hills, Doja Cat,  6002792"
Los Angeles,USA,North America,"Lovin on me, Jack Harlow, 11164849","La Diabia, Xavi, 6692331","La Víctima, Xavi, 4807610","My Love Mine All Mine, Mitski, 7608571","HARLEY QUINN, Fuerza Regida, 4115960"
Memphis,USA,North America,"Lovin on me, Jack Harlow, 11164849","I remember everything, Zach Bryan, 8171013","Stick Season, Noah Kahan, 9553825","FTCU, Nicki Minaj, 6422333","Something in the orange, Zach Bryan, 5559288"
Miami,USA,North America,"Perro Negro, Bad Bunny, 3053339","Lovin on me, Jack Harlow, 11164849","Monaco, Bad Bunny, 3309362","Qlona, Karol G, 3011016","Luna, Feid, 0"
Minneapolis,USA,North America,"Stick Season, Noah Kahan, 9553825","I Remember Everything, Zach Bryan, 8171013","Lovin on me, Jack Harlow, 11164849","greedy, Tate McRae, 7283403","Something in the Orange, Zach Bryan, 5559288"
Nashville,USA,North America,"Lovin on me, Jack Harlow, 11164847","Stick Season, Noah Kahan, 9553821","I remember everything, Zach Bryan, 8171013","greedy, Tate McRae, 7283403","Cruel Summer, Taylor Swift, 6894712"
New Orleans,USA,North America,"Lovin on me, Jack Harlow, 11164848","Stick Season, Noah Kahan, 9553822","FTCU, Nicki Minaj, 6422333","I remember everything, Zach Bryan, 8171013","Greedy, Tate McRae, 7283403"
New York City,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553823","Greedy, Tate McRae, 7283403","Cruel Summer, Taylor Swift, 6894712","FTCU, Nicki Minaj, 6422333"
Omaha,USA,North America,"I remember everything, Zach Bryan, 8171013","Stick Season, Noah Kahan, 9553824","Lovin on me, Jack Harlow, 11164847","Something in the Orange, Zach Bryan, 5559288	","Greedy, Tate McRae, 7283403"
Philadelphia,USA,North America,"Lovin on me, Jack Harlow, 11164847","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","Greedy, Tate McRae, 7283403","FTCU, Nicki Minaj, 6422333"
Phoenix,USA,North America,"Lovin on me, Jack Harlow, 11164848","La Diabia, Xavi, 6692331","La Víctima, Xavi, 4807610","HARLEY QUINN, Fuerza Regida, 4115960","Stick Season, Noah Kahan, 9553825"
Pittsburgh,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","Cruel Summer, Taylor Swift, 192545","Greedy, Tate McRae, 7283403"
Portland,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I remember everything, Zach Bryan, 8171013","My Love Mine All Mine, Mitski, 7608571","Cruel Summer, Taylor Swift, 6894712"
Sacramento,USA,North America,"Lovin on me, Jack Harlow, 11164849","La Diabia, Xavi, 6692331","Stick Season, Noah Kahan, 9553825","My Love Mine All Mine, Mitski, 7608571","La Víctima, Xavi, 4807610"
Salt Lake City,USA,North America,"Stick Season, Noah Kahan, 9553825","Lovin on me, Jack Harlow, 11164849","I remember everything, Zach Bryan, 8171013","Greedy, Tate McRae, 7283403","Something in the Orange, Zach Bryan, 5559288	"
San Antonio,USA,North America,"La Diabia, Xavi, 6692331","La Víctima, Xavi, 4807610","HARLEY QUINN, Fuerza Regida, 4115960","Lovin on me, Jack Harlow, 11164849","Que Onda, Calle 24, 3619926"
San Diego,USA,North America,"La Diabia, Xavi, 6692331","Lovin on me, Jack Harlow, 11164849","La Víctima, Xavi, 4807610","HARLEY QUINN, Fuerza Regida, 4115960","My Love Mine All Mine, Mitski, 7608571"
San Francisco,USA,North America,"Lovin on me, Jack Harlow, 11164849","Cruel Summer, Taylor Swift, 192545","La Diabia, Xavi, 6692331","Snooze, SZA, 5815065","Greedy, Tate McRae, 7283403"
San Juan,USA,North America,"Perro Negro, Bad Bunny, 3053339","Monaca, Bad Bunny, 3309362","DILUVIO, Rauw Alejandro, 0","No Te Quieren Conmigo, Gaby Music, 0","Fina, Bad Bunny, 0"
Seattle,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I Remember Everything, Zach Bryan, 8171013","Cruel Summer, Taylor Swift, 6894712","greedy, Tate McRae, 7283403"
St Louis,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","I Remember Everything, Zach Bryan, 8171013","Something in the Orange, Zach Bryan, 5559288","Cruel Summer, Taylor Swift, 6894712"
Tampa,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","greedy, Tate McRae, 7283403","I Remember Everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333"
Washington,USA,North America,"Lovin on me, Jack Harlow, 11164849","Stick Season, Noah Kahan, 9553825","greedy, Tate McRae, 7283403","I Remember Everything, Zach Bryan, 8171013","FTCU, Nicki Minaj, 6422333"
0,Venezuela,South America,"LUNA, Feid, 272314","PERRO NEGRO, Bad Bunny, 199436","QLONA, KAROL G, 133469","La Diabla, Xavi, 131621","Columbia, Quevedo, 116854	"
Hanoi,Vietnam,Asia,"Từng Quen, Wren Evans, 1086007","Những Lời Hứa Bỏ Quên, Vũ, 1205986","Tò Te Tí, Wren Evans, 1113579	","Buồn Hay Vui, VSOUL, 1070031","Chịu Cách Mình Nói Thua, RHYDER, 784826"
Ho Chi Minh,Vietnam,Asia,"Từng Quen, Wren Evans, 1086007","Những Lời Hứa Bỏ Quên, Vũ, 1205986","Tò Te Tí, Wren Evans, 1113579	","Buồn Hay Vui, VSOUL, 1070031","Chịu Cách Mình Nói Thua, RHYDER, 784826"